n,n_next,t_hat_1e6_n,t_hat_1e6_next,delta_t_hat_1e6,abs_delta_t_hat_1e6,fracture_threshold_1e6,fracture_class
19003,19004,213235,0,-213235,213235,200000,MODERATE
19006,19007,0,595588,595588,595588,200000,STRONG
19007,19008,595588,0,-595588,595588,200000,STRONG
19026,19027,0,375000,375000,375000,200000,MODERATE
19027,19028,375000,0,-375000,375000,200000,MODERATE
19038,19039,0,566176,566176,566176,200000,STRONG
19039,19040,566176,0,-566176,566176,200000,STRONG
19042,19043,0,992647,992647,992647,200000,EXTREME
19043,19044,992647,0,-992647,992647,200000,EXTREME
19048,19049,0,299270,299270,299270,200000,MODERATE
19049,19050,299270,0,-299270,299270,200000,MODERATE
19092,19093,0,430656,430656,430656,200000,MODERATE
19093,19094,430656,0,-430656,430656,200000,MODERATE
19098,19099,0,503649,503649,503649,200000,STRONG
19099,19100,503649,0,-503649,503649,200000,STRONG
19108,19109,0,693430,693430,693430,200000,STRONG
19109,19110,693430,0,-693430,693430,200000,STRONG
19126,19127,0,211678,211678,211678,200000,MODERATE
19127,19128,211678,0,-211678,211678,200000,MODERATE
19146,19147,0,284671,284671,284671,200000,MODERATE
19147,19148,284671,0,-284671,284671,200000,MODERATE
19152,19153,0,766423,766423,766423,200000,STRONG
19153,19154,766423,0,-766423,766423,200000,STRONG
19176,19177,0,912408,912408,912408,200000,EXTREME
19177,19178,912408,0,-912408,912408,200000,EXTREME
19188,19189,0,211678,211678,211678,200000,MODERATE
19189,19190,211678,0,-211678,211678,200000,MODERATE
19198,19199,0,518248,518248,518248,200000,STRONG
19199,19200,518248,0,-518248,518248,200000,STRONG
19222,19223,0,328467,328467,328467,200000,MODERATE
19223,19224,328467,0,-328467,328467,200000,MODERATE
19240,19241,0,503649,503649,503649,200000,STRONG
19241,19242,503649,0,-503649,503649,200000,STRONG
19276,19277,0,255474,255474,255474,200000,MODERATE
19277,19278,255474,0,-255474,255474,200000,MODERATE
19290,19291,0,722627,722627,722627,200000,STRONG
19291,19292,722627,0,-722627,722627,200000,STRONG
19302,19303,0,693430,693430,693430,200000,STRONG
19303,19304,693430,0,-693430,693430,200000,STRONG
19306,19307,0,299270,299270,299270,200000,MODERATE
19307,19308,299270,0,-299270,299270,200000,MODERATE
19320,19321,0,992753,992753,992753,200000,EXTREME
19321,19322,992753,0,-992753,992753,200000,EXTREME
19336,19337,0,427536,427536,427536,200000,MODERATE
19337,19338,427536,0,-427536,427536,200000,MODERATE
19338,19339,0,586956,586956,586956,200000,STRONG
19339,19340,586956,0,-586956,586956,200000,STRONG
19350,19351,0,253623,253623,253623,200000,MODERATE
19351,19352,253623,0,-253623,253623,200000,MODERATE
19366,19367,0,760869,760869,760869,200000,STRONG
19367,19368,760869,0,-760869,760869,200000,STRONG
19450,19451,0,369565,369565,369565,200000,MODERATE
19451,19452,369565,0,-369565,369565,200000,MODERATE
19492,19493,0,717391,717391,717391,200000,STRONG
19493,19494,717391,0,-717391,717391,200000,STRONG
19510,19511,0,775362,775362,775362,200000,STRONG
19511,19512,775362,0,-775362,775362,200000,STRONG
19518,19519,0,934782,934782,934782,200000,EXTREME
19519,19520,934782,0,-934782,934782,200000,EXTREME
19528,19529,0,413043,413043,413043,200000,MODERATE
19529,19530,413043,0,-413043,413043,200000,MODERATE
19548,19549,0,804347,804347,804347,200000,EXTREME
19549,19550,804347,0,-804347,804347,200000,EXTREME
19560,19561,0,210144,210144,210144,200000,MODERATE
19561,19562,210144,0,-210144,210144,200000,MODERATE
19630,19631,0,467625,467625,467625,200000,MODERATE
19631,19632,467625,0,-467625,467625,200000,MODERATE
19636,19637,0,510791,510791,510791,200000,STRONG
19637,19638,510791,0,-510791,510791,200000,STRONG
19638,19639,0,280575,280575,280575,200000,MODERATE
19639,19640,280575,0,-280575,280575,200000,MODERATE
19650,19651,0,294964,294964,294964,200000,MODERATE
19651,19652,294964,0,-294964,294964,200000,MODERATE
19666,19667,0,496402,496402,496402,200000,MODERATE
19667,19668,496402,0,-496402,496402,200000,MODERATE
19672,19673,0,726618,726618,726618,200000,STRONG
19673,19674,726618,0,-726618,726618,200000,STRONG
19692,19693,0,323741,323741,323741,200000,MODERATE
19693,19694,323741,0,-323741,323741,200000,MODERATE
19728,19729,0,769784,769784,769784,200000,STRONG
19729,19730,769784,0,-769784,769784,200000,STRONG
19768,19769,0,366906,366906,366906,200000,MODERATE
19769,19770,366906,0,-366906,366906,200000,MODERATE
19780,19781,0,928057,928057,928057,200000,EXTREME
19781,19782,928057,0,-928057,928057,200000,EXTREME
19782,19783,0,510791,510791,510791,200000,STRONG
19783,19784,510791,0,-510791,510791,200000,STRONG
19786,19787,0,323741,323741,323741,200000,MODERATE
19787,19788,323741,0,-323741,323741,200000,MODERATE
19822,19823,0,294964,294964,294964,200000,MODERATE
19823,19824,294964,0,-294964,294964,200000,MODERATE
19828,19829,0,553956,553956,553956,200000,STRONG
19829,19830,553956,0,-553956,553956,200000,STRONG
19836,19837,0,582733,582733,582733,200000,STRONG
19837,19838,582733,0,-582733,582733,200000,STRONG
19846,19847,0,625899,625899,625899,200000,STRONG
19847,19848,625899,0,-625899,625899,200000,STRONG
19870,19871,0,208633,208633,208633,200000,MODERATE
19871,19872,208633,0,-208633,208633,200000,MODERATE
19878,19879,0,726618,726618,726618,200000,STRONG
19879,19880,726618,0,-726618,726618,200000,STRONG
19882,19883,0,407142,407142,407142,200000,MODERATE
19883,19884,407142,0,-407142,407142,200000,MODERATE
19896,19897,0,707142,707142,707142,200000,STRONG
19897,19898,707142,0,-707142,707142,200000,STRONG
19908,19909,0,292857,292857,292857,200000,MODERATE
19909,19910,292857,0,-292857,292857,200000,MODERATE
19932,19933,0,207142,207142,207142,200000,MODERATE
19933,19934,207142,0,-207142,207142,200000,MODERATE
19938,19939,0,892857,892857,892857,200000,EXTREME
19939,19940,892857,0,-892857,892857,200000,EXTREME
19950,19951,0,492857,492857,492857,200000,MODERATE
19951,19952,492857,0,-492857,492857,200000,MODERATE
19966,19967,0,278571,278571,278571,200000,MODERATE
19967,19968,278571,0,-278571,278571,200000,MODERATE
